423300		240		0		0.0
410644		35		    29485 		842.428571429
410645		31		    32537 		1049.58064516
410658		328		    67000 		204.268292683
410659		329		    75413 		229.218844985
410646		46		    11154 		242.47826087
410647		46		    11562 		251.347826087
410470		2593		0		0.0
410560		11		      548 		49.8181818182
304014		3		        2 		0.666666666667
412043		32		        2 		0.0625
346343		6		        4 		0.666666666667
346344		42		      246 		5.85714285714
346345		35		     3762 		107.485714286
410155		48		     1592 		33.1666666667
410156		8		     1263 		157.875
410157		16		       97 		6.0625
410218		8		      126 		15.75
410219		5		      197 		39.4
410220		7		      191 		27.2857142857
410276		3		      176 		58.6666666667
410277		2		      163 		81.5
410278		2		      196 		98.0
364114		28		        4 		0.142857142857
364115		19		       17 		0.894736842105
364116		35		      127 		3.62857142857
364117		31		       24 		0.774193548387
364118		11		       73 		6.63636363636
364119		32		     1239 		38.71875
364120		31		       19 		0.612903225806
364121		22		      145 		6.59090909091
364122		68		     5248 		77.1764705882
364123		15		       10 		0.666666666667
364124		7		       26 		3.71428571429
364125		40		     1360 		34.0
364126		28		      151 		5.39285714286
364127		9		       64 		7.11111111111
364100		22		        3 		0.136363636364
364101		15		       20 		1.33333333333
364102		28		      126 		4.5
364103		20		       22 		1.1
364104		7		       95 		13.5714285714
364105		37		     1959 		52.9459459459
364106		23		       37 		1.60869565217
364107		13		      255 		19.6153846154
364108		44		     9682 		220.045454545
364109		11		       10 		0.909090909091
364110		8		       59 		7.375
364111		27		     2317 		85.8148148148
364112		17		      263 		15.4705882353
364113		7		       72 		10.2857142857
364128		5		        2 		0.4
364129		3		       10 		3.33333333333
364130		6		       30 		5.0
364131		9		       12 		1.33333333333
364132		4		       52 		13.0
364133		11		      551 		50.0909090909
364134		11		0		0.0
364135		7		0		0.0
364136		11		0		0.0
364137		25		0		0.0
364138		3		0		0.0
364139		6		0		0.0
364140		10		0		0.0
364141		3		0		0.0
364204		2		0		0.0
364205		2		0		0.0
364206		5		0		0.0
364207		5		0		0.0
364208		3		0		0.0
364209		3		0		0.0
364198		2		0		0.0
364199		2		0		0.0
364200		5		0		0.0
364201		2		0		0.0
364202		2		0		0.0
364203		3		0		0.0
364210		2		0		0.0
364211		2		0		0.0
364212		2		0		0.0
364213		2		0		0.0
364214		2		0		0.0
364215		2		0		0.0
364170		109		       15 		0.137614678899
364171		507		      466 		0.919132149901
364172		427		     1295 		3.03278688525
364173		125		      114 		0.912
364174		82		     1115 		13.5975609756
364175		180		     9516 		52.8666666667
364176		107		      152 		1.42056074766
364177		138		     3377 		24.4710144928
364178		203		    33328 		164.177339901
364179		51		      105 		2.05882352941
364180		31		      656 		21.1612903226
364181		58		     6800 		117.24137931
364182		71		     1367 		19.2535211268
364183		45		     1031 		22.9111111111
364156		137		        9 		0.0656934306569
364157		580		      559 		0.963793103448
364158		389		     1414 		3.63496143959
364159		131		      130 		0.992366412214
364160		90		     1321 		14.6777777778
364161		186		    11307 		60.7903225806
364162		105		      160 		1.52380952381
364163		150		     3713 		24.7533333333
364164		293		    36679 		125.184300341
364165		55		      123 		2.23636363636
364166		38		      655 		17.2368421053
364167		62		     6926 		111.709677419
364168		60		     1329 		22.15
364169		46		      986 		21.4347826087
364184		7		        0 		0.0
364185		9		        5 		0.555555555556
364186		8		       13 		1.625
364187		14		        3 		0.214285714286
364188		10		       68 		6.8
364189		8		      258 		32.25
364190		24		       18 		0.75
364191		16		      201 		12.5625
364192		31		     2367 		76.3548387097
364193		12		       10 		0.833333333333
364194		8		       75 		9.375
364195		5		      263 		52.6
364196		10		      114 		11.4
364197		9		       80 		8.88888888889
364250		39		0		0.0
364253		62		0		0.0
364254		95		0		0.0
364255		46		0		0.0
363355		1		0		0.0
363356		42		0		0.0
363357		1		0		0.0
363358		23		0		0.0
363359		54		0		0.0
363360		62		0		0.0
363489		73		0		0.0
363489		73		0		0.0
