423300		240		0		0.0
423300		207		0		0.0
423300		213		0		0.0
410644		35		    29590 		845.428571429
410645		31		    32639 		1052.87096774
410644		2		    29590 		14795.0
410645		3		    32639 		10879.6666667
600019		11		    25863 		2351.18181818
600020		4		    25033 		6258.25
503581		2		    39680 		19840.0
500288		3		    33157 		11052.3333333
410658		328		    13337 		40.6615853659
410659		329		    15030 		45.6838905775
410658		8		    13337 		1667.125
410659		5		    15030 		3006.0
600017		5		    13539 		2707.8
600018		7		    12188 		1741.14285714
503582		4		     6054 		1513.5
500289		7		     7046 		1006.57142857
410646		46		     5719 		124.326086957
410647		46		     5862 		127.434782609
410646		4		     5719 		1429.75
410647		4		     5862 		1465.5
410654		5		     5951 		1190.2
410655		4		     5969 		1492.25
600727		8		     9053 		1131.625
600728		5		     9133 		1826.6
412002		7		    10287 		1469.57142857
410470		2593		   297434 		114.706517547
410470		84		   297434 		3540.88095238
410480		39		    71512 		1833.64102564
410482		52		   745525 		14337.0192308
411356		17		    15216 		895.058823529
411358		35		   190519 		5443.4
411353		20		    15234 		761.7
411355		12		   191830 		15985.8333333
411350		11		    15570 		1415.45454545
411352		31		   196485 		6338.22580645
411233		75		    64978 		866.373333333
411234		50		   643635 		12872.7
410464		56		    58258 		1040.32142857
410465		82		   996952 		12157.9512195
412116		5		    21549 		4309.8
412117		18		   146765 		8153.61111111
410560		11		0		0.0
304014		3		0		0.0
412043		32		0		0.0
346343		6		0		0.0
346344		42		0		0.0
346345		35		0		0.0
410155		48		0		0.0
410156		8		0		0.0
410157		16		0		0.0
410218		8		0		0.0
410219		5		0		0.0
410220		7		0		0.0
410276		3		0		0.0
410277		2		0		0.0
410278		2		0		0.0
364114		28		0		0.0
364115		19		0		0.0
364116		35		0		0.0
364117		31		0		0.0
364118		11		0		0.0
364119		32		0		0.0
364120		31		0		0.0
364121		22		0		0.0
364122		68		0		0.0
364123		15		0		0.0
364124		7		0		0.0
364125		40		0		0.0
364126		28		0		0.0
364127		9		0		0.0
364100		22		0		0.0
364101		15		0		0.0
364102		28		0		0.0
364103		20		0		0.0
364104		7		0		0.0
364105		37		0		0.0
364106		23		0		0.0
364107		13		0		0.0
364108		44		0		0.0
364109		11		0		0.0
364110		8		0		0.0
364111		27		0		0.0
364112		17		0		0.0
364113		7		0		0.0
364128		5		0		0.0
364129		3		0		0.0
364130		6		0		0.0
364131		9		0		0.0
364132		4		0		0.0
364133		11		0		0.0
364134		11		0		0.0
364135		7		0		0.0
364136		11		0		0.0
364137		25		0		0.0
364138		3		0		0.0
364139		6		0		0.0
364140		10		0		0.0
364141		3		0		0.0
364204		2		0		0.0
364205		2		0		0.0
364206		5		0		0.0
364207		5		0		0.0
364208		3		0		0.0
364209		3		0		0.0
364198		2		0		0.0
364199		2		0		0.0
364200		5		0		0.0
364201		2		0		0.0
364202		2		0		0.0
364203		3		0		0.0
364210		2		0		0.0
364211		2		0		0.0
364212		2		0		0.0
364213		2		0		0.0
364214		2		0		0.0
364215		2		0		0.0
364170		109		0		0.0
364171		507		0		0.0
364172		427		0		0.0
364173		125		0		0.0
364174		82		0		0.0
364175		180		0		0.0
364176		107		0		0.0
364177		138		0		0.0
364178		203		0		0.0
364179		51		0		0.0
364180		31		0		0.0
364181		58		0		0.0
364182		71		0		0.0
364183		45		0		0.0
364156		137		0		0.0
364157		580		0		0.0
364158		389		0		0.0
364159		131		0		0.0
364160		90		0		0.0
364161		186		0		0.0
364162		105		0		0.0
364163		150		0		0.0
364164		293		0		0.0
364165		55		0		0.0
364166		38		0		0.0
364167		62		0		0.0
364168		60		0		0.0
364169		46		0		0.0
364184		7		0		0.0
364185		9		0		0.0
364186		8		0		0.0
364187		14		0		0.0
364188		10		0		0.0
364189		8		0		0.0
364190		24		0		0.0
364191		16		0		0.0
364192		31		0		0.0
364193		12		0		0.0
364194		8		0		0.0
364195		5		0		0.0
364196		10		0		0.0
364197		9		0		0.0
364250		39		0		0.0
364253		62		0		0.0
364254		95		0		0.0
364255		46		0		0.0
363355		1		0		0.0
363356		42		0		0.0
363357		1		0		0.0
363358		23		0		0.0
363359		54		0		0.0
363360		62		0		0.0
363489		73		0		0.0
363489		73		0		0.0
